approach,run,round,F1,total_time,training_time,communication_time,agent_time,ap_list
Debate-based,r3,2,0.685,88.64,1.7700000000000002,18.595999999999997,40.17,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r3,3,0.7918,69.02,1.3566666666666667,8.123333333333333,42.76,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r3,4,0.8108,70.10000000000001,1.7266666666666666,9.206666666666667,40.34,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r3,5,0.8142,73.08,2.123333333333333,7.54,47.77,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r3,6,0.8161,84.99000000000001,2.6566666666666667,10.286666666666667,50.86,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r3,7,0.8125,78.69,2.856666666666667,11.663333333333334,40.44,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r3,8,0.8083,88.87,3.2100000000000004,11.873333333333333,49.66,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r3,9,0.8077,87.44,3.233333333333333,13.32,43.65,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r3,10,0.8001,45.44,3.356666666666667,13.946666666666667,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r4,1,0.4781,90.21000000000001,1.274,14.382,48.4,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r4,2,0.6811,62.03,1.2233333333333334,7.086666666666667,38.96,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r4,3,0.7552,90.83000000000001,1.42,15.13,43.45,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r4,4,0.7557,74.29,1.6033333333333335,9.816666666666666,42.6,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r4,5,0.7528,80.78,1.9800000000000002,13.259999999999998,38.62,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r4,6,0.7483,81.94,2.2666666666666666,12.25,42.32,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r4,7,0.7479,101.89,2.5633333333333335,14.626666666666667,54.64,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r4,8,0.7375,71.0,3.0666666666666664,8.196666666666667,42.93,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r4,9,0.7253,75.03999999999999,3.3699999999999997,7.413333333333333,49.05,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r4,10,0.7326,30.53,3.8200000000000003,8.723333333333333,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r5,1,0.5771,93.50999999999999,1.3559999999999999,16.594,42.51,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r5,2,0.7418,68.82,1.1099999999999999,8.77,41.11,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r5,3,0.7325,94.16,2.06,16.291999999999998,50.32,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r5,4,0.8036,83.52000000000001,1.67,10.853333333333333,48.95,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r5,5,0.8137,95.21000000000001,2.21,15.24,46.51,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r5,6,0.8147,86.91,2.1766666666666663,12.56,46.29,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r5,7,0.8103,88.02,2.556666666666667,14.323333333333332,42.11,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r5,8,0.808,83.42,2.77,15.376666666666665,33.79,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r5,9,0.8048,99.56,3.0,9.13,68.71,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r5,10,0.8014,56.84,3.556666666666666,17.643333333333334,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r6,1,0.3766,71.38,1.272,8.976000000000003,47.04,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r6,2,0.6363,93.88,1.14,15.083333333333334,46.92,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r6,3,0.683,100.63,2.216,13.452000000000002,52.4,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r6,4,0.7541,93.94,1.8866666666666667,12.863333333333332,52.72,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r6,5,0.7642,114.72,2.0933333333333337,16.593333333333334,62.64,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r6,6,0.7749,94.87,2.4966666666666666,11.623333333333333,56.92,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r6,7,0.7703,77.8,3.19,7.946666666666666,50.64,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r6,8,0.7743,110.59,3.08,17.14,55.29,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r6,9,0.7743,96.9,3.026666666666667,17.533333333333335,40.88,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r6,10,0.7644,42.24,3.186666666666667,12.896666666666667,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r7,1,0.565,88.32,1.3399999999999999,14.788,46.02,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r7,2,0.7567,77.5,1.2233333333333334,7.743333333333333,52.55,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r7,3,0.706,88.47,2.112,10.714,54.53,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r7,4,0.8004,90.24000000000001,1.83,14.19,45.06,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r7,5,0.7937,70.86,1.9333333333333333,7.56,45.82,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r7,6,0.7971,91.87,2.376666666666667,15.603333333333332,41.92,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r7,7,0.7913,68.30000000000001,2.6033333333333335,9.67,36.24,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r7,8,0.7991,69.66,2.776666666666667,10.44,35.11,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r7,9,0.7908,65.57,3.0733333333333337,8.886666666666667,35.71,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r7,10,0.7913,34.26,3.36,10.290000000000001,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r8,1,0.5241,91.76,1.3359999999999999,13.756,44.31,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r8,2,0.6857,86.13,1.7079999999999997,14.422,46.16,"{OFF,OFF,OFF,OFF,OFF,ON}"
Debate-based,r8,3,0.724,93.5,2.358,18.152,39.4,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r8,4,0.7989,69.86,1.7466666666666668,11.493333333333332,32.61,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r8,5,0.8121,82.38,2.25,10.35,48.95,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r8,6,0.8139,78.77,2.3666666666666667,9.946666666666667,46.01,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r8,7,0.8176,87.53999999999999,2.6966666666666668,12.073333333333332,48.19,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r8,8,0.8065,72.42,2.9899999999999998,9.806666666666667,39.64,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r8,9,0.8108,81.93,3.1799999999999997,10.24,47.49,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r8,10,0.7743,42.22,4.394,12.828,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r9,1,0.5322,93.88,1.5939999999999999,14.814000000000002,50.73,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r9,2,0.6714,77.08,1.8299999999999996,12.435999999999998,39.67,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r9,3,0.8023,81.84,1.3633333333333333,13.479999999999999,39.7,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r9,4,0.7532,91.41,2.574,17.933999999999997,36.4,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r9,5,0.8152,73.76,2.0100000000000002,9.55,42.5,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r9,6,0.8179,81.35,2.25,10.950000000000001,45.49,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r9,7,0.8235,94.28,2.5533333333333332,14.346666666666666,48.13,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r9,8,0.8227,90.13,2.8366666666666664,10.343333333333332,55.71,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r9,9,0.8074,94.24000000000001,3.2733333333333334,12.229999999999999,54.15,"{ON,OFF,OFF,OFF,OFF,ON}"
Debate-based,r9,10,0.8049,57.11,3.5399999999999996,17.633333333333333,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Expert-Driven,r1,1,0.4771,53.51,3.626,18.474,0.22,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r1,2,0.673,31.95,7.096000000000001,12.032,0.23,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r1,3,0.7258,34.589999999999996,6.016,14.154,0.15,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r1,4,0.7415,49.8,9.232,16.282,0.05,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r1,5,0.7569,56.47,13.73,19.944,0.14,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r1,6,0.7663,67.18,15.697999999999999,24.189999999999998,0.14,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r1,7,0.772,51.75,15.344,18.374000000000002,0.24,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r1,8,0.7778,53.47,16.8,18.074,0.12,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r1,9,0.776,70.5,17.746,19.637999999999998,0.2,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r1,10,0.7807,61.54,18.46,17.938,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r10,1,0.4928,53.31,2.85,20.722,0.17,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r10,2,0.6321,52.14,3.508,19.366,0.22,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r10,3,0.6798,46.790000000000006,3.8180000000000005,17.602000000000004,0.27,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r10,4,0.6879,54.64,4.587999999999999,18.054000000000002,0.31,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r10,5,0.6939,56.160000000000004,5.312,17.451999999999998,0.2,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r10,6,0.697,55.33,5.489999999999999,20.544,0.3,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r10,7,0.6985,41.92,7.144,14.132,0.22,"{ON,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r10,8,0.6983,46.839999999999996,7.822,15.76,0.3,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r10,9,0.6956,63.82,9.134,22.668,0.21,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r10,10,0.7048,44.19,7.491999999999999,13.984,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r2,1,0.4698,38.95,2.476,14.303999999999998,0.21,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r2,2,0.5973,52.94,3.6079999999999997,20.874,0.22,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r2,3,0.6941,52.529999999999994,3.8019999999999996,16.732,0.12,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r2,4,0.7243,45.129999999999995,4.698,14.778000000000002,0.22,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r2,5,0.7477,56.94,5.156000000000001,17.371999999999996,0.22,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r2,6,0.7545,54.519999999999996,6.022,18.456,0.22,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r2,7,0.7644,55.9,5.67,17.666,0.22,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r2,8,0.7701,32.7,6.5120000000000005,10.834,0.32,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r2,9,0.7765,46.8,7.502,15.336000000000002,0.23,"{ON,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r2,10,0.7804,34.7,8.437999999999999,11.484,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r3,1,0.618,46.02,2.658,18.058,0.18,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r3,2,0.6891,48.74,3.816,17.466,0.21,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r3,3,0.7437,31.93,3.2380000000000004,11.233999999999998,0.29,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r3,4,0.7547,43.22,5.029999999999999,13.938000000000002,0.29,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r3,5,0.7703,45.39,4.618,16.380000000000003,0.32,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r3,6,0.7719,51.64,5.746,18.39,0.22,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r3,7,0.7816,42.0,5.736,14.776,0.13,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r3,8,0.7864,53.900000000000006,6.136,20.392,0.2,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r3,9,0.7841,49.46,7.8759999999999994,15.203999999999999,0.21,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r3,10,0.7873,61.56,7.825999999999999,17.380000000000003,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r4,1,0.4101,44.300000000000004,3.2060000000000004,16.201999999999998,0.1,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r4,2,0.4541,52.14,3.8200000000000003,15.756,0.29,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r4,3,0.5134,54.370000000000005,4.486,20.844,0.31,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r4,4,0.5372,32.23,4.452,12.937999999999999,0.22,"{ON,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r4,5,0.5706,53.3,6.504,16.656,0.22,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r4,6,0.5754,50.32,6.112,14.624,0.23,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r4,7,0.5807,60.349999999999994,6.914,19.919999999999998,0.3,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r4,8,0.5836,52.22,7.63,15.053999999999998,0.22,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r4,9,0.5958,51.18,8.998000000000001,17.695999999999998,0.22,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r4,10,0.5918,61.98,9.367999999999999,17.278,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r5,1,0.612,40.82,2.4859999999999998,15.712000000000003,0.22,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r5,2,0.7124,43.43,3.66,13.829999999999998,0.29,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r5,3,0.7478,43.779999999999994,4.08,16.268,0.23,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r5,4,0.7604,46.93,4.818,14.85,0.22,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r5,5,0.7686,57.410000000000004,6.308,19.23,0.21,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r5,6,0.7783,35.93,5.8100000000000005,12.478,0.21,"{ON,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r5,7,0.7852,57.73,6.7620000000000005,19.57,0.22,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r5,8,0.7884,35.95,6.636,12.966,0.21,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r5,9,0.7914,53.589999999999996,8.482000000000001,15.786000000000001,0.3,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r5,10,0.7958,57.32,6.967999999999999,20.497999999999998,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r6,1,0.4979,30.900000000000002,3.142,12.562,0.1,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r6,2,0.5664,47.83,3.662,16.402,0.3,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r6,3,0.6393,52.79,3.9520000000000004,20.108,0.21,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r6,4,0.6883,41.489999999999995,4.452,12.972,0.23,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r6,5,0.7184,59.79,7.014,22.196,0.29,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r6,6,0.7291,59.32,7.478,17.84,0.22,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r6,7,0.7447,42.779999999999994,6.208,14.728,0.3,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r6,8,0.753,51.93,7.353999999999999,18.106,0.22,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r6,9,0.7565,59.050000000000004,8.304,20.62,0.27,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r6,10,0.7616,38.99,9.326,12.825999999999999,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r7,1,0.4764,33.720000000000006,2.836,12.633999999999999,0.2,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r7,2,0.6508,40.879999999999995,3.838,14.022,0.22,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r7,3,0.7215,47.36,4.184,15.485999999999999,0.3,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r7,4,0.7431,55.87,5.343999999999999,17.912,0.3,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r7,5,0.7561,58.59,5.194000000000001,17.194,0.31,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r7,6,0.7652,46.28,5.962000000000001,17.306,0.22,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r7,7,0.7717,56.57,7.306,20.19,0.31,"{ON,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r7,8,0.7744,49.730000000000004,7.01,14.942000000000002,0.21,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r7,9,0.7821,45.220000000000006,6.672,13.934000000000001,0.2,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r7,10,0.7835,57.05,7.959999999999999,18.645999999999997,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r8,1,0.626,43.68,2.6439999999999997,15.222,0.2,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r8,2,0.6909,32.44,3.468,13.004,0.22,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r8,3,0.7082,51.97,3.5379999999999994,17.416,0.22,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r8,4,0.7119,48.49,4.492,14.328,0.22,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r8,5,0.7106,55.08,4.986000000000001,21.177999999999997,0.21,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r8,6,0.7129,31.09,5.7299999999999995,10.456,0.22,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r8,7,0.7152,57.47,5.9239999999999995,17.212,0.14,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r8,8,0.7092,54.33,7.622,16.344,0.22,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r8,9,0.7066,48.349999999999994,6.562,15.491999999999999,0.23,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r8,10,0.7105,59.35,7.554,18.768,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r9,1,0.6016,50.440000000000005,3.036,20.512,0.2,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r9,2,0.6743,40.12,3.4859999999999998,15.739999999999998,0.21,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r9,3,0.7066,48.93,4.226,16.428000000000004,0.13,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r9,4,0.7059,53.91,5.084,21.125999999999998,0.22,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r9,5,0.7076,57.14,6.042,19.916,0.22,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r9,6,0.7121,59.43,6.3420000000000005,16.422000000000004,0.21,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r9,7,0.7131,48.14,5.651999999999999,17.651999999999997,0.29,"{ON,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r9,8,0.7126,56.05,7.112,19.881999999999998,0.22,"{ON,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r9,9,0.7139,49.86,8.581999999999999,15.928,0.22,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r9,10,0.7127,51.49,7.76,14.654000000000002,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Never,r1,1,0.3173,43.4,8.666,15.894,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r1,2,0.4355,56.49,10.262,18.52,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r1,3,0.4508,50.05,8.73,16.196,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r1,4,0.4883,49.1,6.28,16.616,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r1,5,0.512,55.38,10.565999999999999,17.456,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r1,6,0.5478,56.63,9.918000000000001,20.764,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r1,7,0.5695,56.35,9.931999999999999,18.048000000000002,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r1,8,0.5814,63.55,9.318,21.903999999999996,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r1,9,0.5991,65.53,14.809999999999999,19.09,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r1,10,0.6228,63.48,15.272,21.716,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r10,1,0.5894,24.03,2.782,10.254000000000001,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r10,2,0.6835,44.14,3.368,15.355999999999998,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r10,3,0.692,54.17,4.564,20.192,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r10,4,0.7101,39.07,4.554,12.690000000000001,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
