approach,run,round,F1,total_time,training_time,communication_time,agent_time,ap_list
Debate-based,r9,4,0.8148,154.62,91.042,26.662,26.89,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r9,5,0.786,101.0,63.60333333333333,19.19666666666667,29.78,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r9,6,0.8004,182.79,120.67199999999998,32.160000000000004,41.79,"{ON,OFF,OFF,OFF,OFF,OFF}"
Debate-based,r9,7,0.8067,230.06,147.936,48.342,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r1,1,0.627,108.8,32.775999999999996,27.972,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r1,2,0.7054,109.28,40.024,22.369999999999997,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r1,3,0.7113,122.4,52.35,30.724,0.0,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r1,4,0.7758,124.17,63.762,30.227999999999998,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r1,5,0.785,73.11,35.663333333333334,19.77,0.01,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r1,6,0.7908,146.16,82.168,29.083999999999996,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r1,7,0.7975,177.21,110.21400000000001,42.132,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r1,8,0.7926,97.56,61.626666666666665,19.68,0.01,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r1,9,0.8191,116.17,63.57666666666666,29.106666666666666,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r1,10,0.7845,452.88,120.07000000000001,51.596000000000004,0.0,"{OFF,OFF,OFF,OFF,OFF,ON}"
Expert-Driven,r10,1,0.6733,121.07,36.14,32.74400000000001,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r10,2,0.6596,121.05,45.472,36.958000000000006,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r10,3,0.7485,131.0,56.17,31.413999999999998,0.0,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r10,4,0.7411,72.3,33.25333333333333,21.919999999999998,0.01,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r10,5,0.7636,146.09,79.33000000000001,28.824,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r10,6,0.7808,647.87,73.72999999999999,35.408,0.01,"{OFF,OFF,OFF,OFF,OFF,ON}"
Expert-Driven,r10,7,0.8116,115.84,65.54666666666667,26.903333333333336,0.01,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r10,8,0.7893,119.09,72.82666666666667,23.353333333333335,0.01,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r10,9,0.8122,232.82,139.872,55.246,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r10,10,0.8344,285.59,41.410000000000004,34.13333333333333,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Expert-Driven,r2,1,0.6445,92.37,25.24,26.806,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r2,2,0.7228,105.57,37.164,33.126000000000005,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r2,3,0.7572,127.83,54.36,37.525999999999996,0.01,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r2,4,0.7509,73.95,33.760000000000005,14.636666666666665,0.01,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r2,5,0.7694,96.59,45.03,22.136666666666667,0.01,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r2,6,0.7709,482.6,94.456,24.7,0.02,"{OFF,OFF,OFF,OFF,OFF,ON}"
Expert-Driven,r2,7,0.78,92.02,53.13333333333333,21.833333333333332,0.01,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r2,8,0.8048,98.57,54.48333333333334,24.736666666666668,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r2,9,0.7932,176.87,111.88199999999999,35.766000000000005,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r2,10,0.8212,115.99,77.90333333333332,22.37,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r3,1,0.6245,103.87,27.089999999999996,25.044000000000004,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r3,2,0.6923,151.99,45.202,32.519999999999996,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r3,3,0.7457,150.65,62.629999999999995,26.338,0.01,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r3,4,0.7892,81.77,34.169999999999995,26.043333333333333,0.01,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r3,5,0.7896,159.76,86.74199999999999,29.871999999999996,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r3,6,0.7621,183.18,102.71799999999999,37.438,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r3,7,0.8015,104.02,54.76333333333333,29.21666666666667,0.01,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r3,8,0.8039,106.89,61.99333333333333,20.19666666666667,0.01,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r3,9,0.7949,211.81,136.38400000000001,31.329999999999995,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r3,10,0.8025,128.39,68.05,30.73,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r4,1,0.6654,102.13,30.127999999999997,27.863999999999997,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r4,2,0.7173,115.06,38.862,24.084000000000003,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r4,3,0.7312,117.88,52.852,30.516,0.01,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r4,4,0.7837,81.26,25.493333333333336,25.893333333333334,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r4,5,0.8,101.37,39.10333333333333,28.30666666666667,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r4,6,0.7811,154.12,81.306,44.379999999999995,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r4,7,0.8054,89.91,51.14666666666667,20.61,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r4,8,0.7966,109.4,56.65,26.650000000000002,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r4,9,0.8022,174.46,111.742,29.432,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r4,10,0.8109,384.36,25.676666666666666,22.44666666666667,0.0,"{ON,OFF,ON,OFF,OFF,ON}"
Expert-Driven,r5,1,0.6464,92.53,27.898000000000003,20.729999999999997,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r5,2,0.6665,127.64,44.63,29.826,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r5,3,0.7444,135.69,56.352,32.142,0.01,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r5,4,0.7463,63.04,30.936666666666667,12.709999999999999,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r5,5,0.7598,160.34,83.54799999999999,41.858,0.01,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r5,6,0.7605,158.5,90.184,26.046,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r5,7,0.7838,89.13,52.656666666666666,21.27,0.01,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r5,8,0.7982,175.36,111.88199999999999,35.45,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r5,9,0.7932,203.75,127.52799999999999,45.526,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r5,10,0.8163,139.84,71.00333333333333,31.69333333333333,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r6,1,0.6597,116.82,28.883999999999997,31.398000000000003,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r6,2,0.717,114.6,40.504,34.218,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r6,3,0.7584,165.37,71.126,40.104,0.01,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r6,4,0.7561,152.57,66.30799999999999,37.434,0.01,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r6,5,0.7686,87.74,45.98,21.679999999999996,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r6,6,0.7566,449.73,81.798,27.186,0.02,"{OFF,OFF,OFF,OFF,OFF,ON}"
Expert-Driven,r6,7,0.7878,177.56,108.204,37.876,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r6,8,0.8154,131.94,68.07666666666667,34.203333333333326,0.02,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r6,9,0.8015,206.59,141.26999999999998,41.09400000000001,0.01,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r6,10,0.7786,228.96,140.25600000000003,48.692,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r7,1,0.5904,102.77,25.204,30.098000000000003,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r7,2,0.6816,121.36,43.196,35.83,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r7,3,0.7283,131.07,57.124,25.535999999999998,0.01,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r7,4,0.6998,72.11,35.24666666666666,16.67,0.01,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r7,5,0.8071,85.33,37.6,25.900000000000002,0.01,"{ON,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r7,6,0.7801,842.78,84.53399999999999,24.802,0.01,"{OFF,OFF,OFF,OFF,OFF,ON}"
Expert-Driven,r7,7,0.7862,101.79,58.379999999999995,23.153333333333336,0.01,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r7,8,0.7786,120.59,74.39999999999999,20.669999999999998,0.01,"{ON,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r7,9,0.7638,219.09,138.60399999999998,32.638,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r7,10,0.8131,412.38,42.71,29.459999999999997,0.0,"{ON,OFF,OFF,OFF,OFF,ON}"
Expert-Driven,r8,1,0.6446,120.51,31.398000000000003,23.088,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r8,2,0.6928,141.63,43.14,36.910000000000004,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r8,3,0.7488,156.27,57.456,29.939999999999998,0.0,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r8,4,0.7845,81.32,36.29,18.080000000000002,0.0,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r8,5,0.7677,85.46,48.73333333333333,20.886666666666667,0.0,"{ON,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r8,6,0.7746,169.57,96.96200000000002,29.246,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r8,7,0.8082,295.55,31.953333333333333,25.55,0.01,"{ON,OFF,ON,OFF,OFF,ON}"
Expert-Driven,r8,8,0.8227,110.18,68.81666666666666,19.14,0.01,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r8,9,0.7858,152.64,79.45333333333333,36.156666666666666,0.01,"{ON,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r8,10,0.8105,226.4,132.14600000000002,44.406000000000006,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r9,1,0.6343,121.34,27.372000000000003,24.566000000000003,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r9,2,0.7333,153.84,55.468,35.704,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r9,3,0.7382,168.49,66.19,35.074,0.01,"{OFF,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r9,4,0.7395,90.65,40.41,25.790000000000003,0.01,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r9,5,0.7867,88.64,46.88666666666666,16.41,0.01,"{ON,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r9,6,0.7859,187.22,96.14,36.897999999999996,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r9,7,0.7991,195.16,111.36399999999999,34.336,0.01,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r9,8,0.8419,103.32,66.09,22.05,0.01,"{ON,OFF,ON,OFF,OFF,OFF}"
Expert-Driven,r9,9,0.8127,120.81,71.49,26.86,0.01,"{ON,OFF,OFF,OFF,OFF,OFF}"
Expert-Driven,r9,10,0.8107,236.14,150.092,46.85,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r1,1,0.6437,95.88,26.253999999999998,30.385999999999996,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r1,2,0.6975,119.93,49.862,28.4,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r1,3,0.7213,128.66,60.424,32.14,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r1,4,0.7184,152.36,79.03999999999999,33.0,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r1,5,0.7576,183.16,103.30799999999999,39.294000000000004,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r1,6,0.7528,166.45,108.53600000000002,36.894,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r1,7,0.7615,228.07,115.13,45.682,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r1,8,0.7786,313.46,244.97599999999997,42.75000000000001,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r1,9,0.7669,254.76,149.41000000000003,56.803999999999995,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r1,10,0.7691,223.12,160.232,38.548,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r10,1,0.6623,79.2,25.615999999999996,21.218,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r10,2,0.7058,98.86,45.0,23.073999999999998,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r10,3,0.7224,109.57,55.220000000000006,29.694,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r10,4,0.7283,125.27,65.22200000000001,21.613999999999997,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r10,5,0.7674,129.87,81.024,25.113999999999997,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r10,6,0.7494,161.23,96.824,30.579999999999995,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r10,7,0.8142,169.37,109.378,30.345999999999997,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r10,8,0.7787,208.49,130.998,44.03,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r10,9,0.7753,209.11,133.676,38.757999999999996,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r10,10,0.788,217.69,139.59799999999998,33.962,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Never,r2,1,0.595,99.86,28.278,25.056,0.0,"{OFF,OFF,OFF,OFF,OFF,OFF}"
